frontier/B1003_axiom_prices/FINDINGS.md	orientation	63	| **FRAGILE** | **F5 — A6, orientation** · **F6 — A5b, the puncture** |
frontier/B1003_axiom_prices/FINDINGS.md	orientation	65	> **Five cheap axioms, TWO load-bearing ones: orientation and the puncture.**
frontier/B1003_axiom_prices/FINDINGS.md	orientation	69	behind it — **M² = RL**, the golden matrix squared (B14) — so *"orientation = choosing the child of
frontier/B1003_axiom_prices/FINDINGS.md	gieseking	70	the parent"* is a matrix fact, and the discarded child is **Gieseking**.
frontier/B1003_axiom_prices/FINDINGS.md	orientation	76	ℤ[φ] order, and its satisfiability proof; that the two FRAGILE forks are exactly orientation and the
frontier/B1003_axiom_prices/FINDINGS.md	orientation	82	axioms — orientation and the puncture — and both alternatives are named objects.**
frontier/B1008_lexicon_epoch/FINDINGS.md	amphichiral	30	| B901–1010 | 103 | 0.709 | 0.893 | 3.10 | eisenstein, firewall, amphichiral_cp |
frontier/B1008_lexicon_epoch/FINDINGS.md	amphichiral	48	*(Both effects are present — the local top-3 does shift, `z3_generation` and `amphichiral_cp`
frontier/B1009_verification_pass/FINDINGS.md	amphichiral	49	> supplies the actual argument:** *amphichirality ⟹ Z_k(M) = Z_{−k}(M) ⟹ θ = 0.* **That is NOT the
frontier/B1009_verification_pass/FINDINGS.md	amphichiral	51	> half is real — m004 is amphichiral and CS = 0 is in the record (X25 carries it). **The failure is
frontier/B1009_verification_pass/FINDINGS.md	chern-simons	51	> half is real — m004 is amphichiral and CS = 0 is in the record (X25 carries it). **The failure is
frontier/B1009_verification_pass/FINDINGS.md	chern-simons	61	narrower: B303's sign = sign(CS). That is not θ_QCD = 0 parameter-free.)*
frontier/B1009_verification_pass/FINDINGS.md	chern-simons	91	- **S2 is the campaign's own X25/X21** (B250's CS vs Gukov's `I_CS`), independently re-derived —
frontier/B1010_consolidation_loss/FINDINGS.md	orientation	51	banked law where a value is *forced by the coupling* — the observer-coupling reorientation made
frontier/B1010_consolidation_loss/FINDINGS.md	spin	65	- **B132** — field content = word-spin-mod-4 quantum-group arithmetic; m = 1 uniquely coherent.
frontier/B1010_consolidation_loss/FINDINGS.md	chern-simons	70	exists *seam* · which-sign external, = the sign of the CS clock (two named [LEAP]s) · η_B
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	13	Gukov's split at level t = k + iσ on the geometric connection, ĉ = i(Vol + i·CS):
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	15	> **S = (t/2)ĉ + (t̄/2)ĉ̄ = −CS·k − Vol·σ — exact** (sympy, `b1012_verify.py`), and therefore
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	16	> **∂S/∂k = −CS identically.**
frontier/B1012_branch_verifications/FINDINGS.md	amphichiral	18	**The sharpening this bench adds: the object's k-blindness is EQUIVALENT to its amphichirality,
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	19	not merely implied by it** — ∂S/∂k = −CS, so blind-to-k ⟺ CS = 0 ⟺ the object equals its mirror
frontier/B1012_branch_verifications/FINDINGS.md	amphichiral	20	(B303's banked line: the cusped amphichiral object has CS = 0). One geometric property, read in
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	20	(B303's banked line: the cusped amphichiral object has CS = 0). One geometric property, read in
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	22	property that forces the CS-clock structure.** H11's *"firewall relocated to k"* upgrades to
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	27	## 2. VERIFIED — the CS normalisation closure (cc3 `8edefc63`): R4 is DISCHARGED
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	34	| (B) gravitational CS level | σ = ℓ/4G | named classical input |
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	35	| (C) on-shell action | I = ℓ·Vol/4πG | cc3's S2, Einstein–Hilbert only, **no CS input** |
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	38	assumed** · I = c·Vol/6π ≡ σ·Vol/π — (C) reproduced through the CS dictionary unchanged.
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	55	| `86010c6b` "the level IS the cusp conductor" | — | **TERMINOLOGY HAZARD registered (B1013): "level" now names two things** (congruence level vs CS level k), exactly as "conductor" named two (B1002) |
frontier/B1012_branch_verifications/FINDINGS.md	chern-simons	61	Items 1–2 are **exact algebra**: the named classical inputs (Brown–Henneaux, the gravitational CS
frontier/B1013_wall_resort/FINDINGS.md	chern-simons	28	| scale (ℓ, k) | boundary + specification | the object is **provably blind to k**: ∂S/∂k = −CS ≡ 0 (B1012) |
frontier/B1013_wall_resort/FINDINGS.md	chern-simons	48	(congruence level vs CS level k — different theories; identifying them is a category claim
frontier/B1014_proof_form/FINDINGS.md	chern-simons	26	(values frame-relative in the pair), B1012 (∂S/∂k = −CS ≡ 0). *A theory whose values live in the
frontier/B101_hitchin_reframing/FINDINGS.md	sl2c-lift	11	variety**. The principal embedding `PSL(2,ℝ)→SL(3,ℝ)` *is* the `Sym²` irrep, so `V0 = Sym²(Fuchsian)` is by
frontier/B1020_kind_rg_ledgers/FINDINGS.md	chern-simons	13	**B1016**); the hierarchy carriers (**B923/B928**); CS = 0 (**B303**). SM-side kinds and the RG
frontier/B1023_phase2_concessions/FINDINGS.md	spin	13	functors, not one.* **C4:** R11 licensed a continuous anchor on discrete theorems — the pin
frontier/B1023_phase2_concessions/FINDINGS.md	spin	16	## Round 2 — cc3's two blockers ON THE PIN, both verified here and conceded
frontier/B1025_input_derivability/FINDINGS.md	chern-simons	16	along the (1,n) ladder CS is same-signed: *the arrow PROPAGATES internally once seeded*. But the
frontier/B1025_input_derivability/FINDINGS.md	chern-simons	17	cusped object itself sits at **CS = 0, the symmetric origin** (`audit_checks.py`): the seed is the
frontier/B1025_input_derivability/FINDINGS.md	amphichiral	24	computed two ways, four hatches closed), amphichirality itself — the object *equals its mirror*
frontier/B1028_freedom_ledger/FINDINGS.md	spin	55	| hypercharge direction | **continuum pin** — the anomaly cone is exactly one line (B864·B991) | noted, not counted (C-B) |
frontier/B1028_freedom_ledger/FINDINGS.md	chern-simons	57	| CS=0; no dimensionful | controls, not SM-facing bits | 0 |
frontier/B1028_freedom_ledger/FINDINGS.md	spin	65	- **Conservative output floor: 4.585 bits**, excluding the continuum pin, the STRUCTURAL
frontier/B1028_freedom_ledger/FINDINGS.md	spin	70	outputs − consumed inputs > 0), with the continuum pin and every excluded structure all
frontier/B1032_type_law/FINDINGS.md	spin	5	Compute: `b1032_typecheck.py` — the 2T and 2I spin-character tables computed exactly
frontier/B1032_type_law/FINDINGS.md	amphichiral	54	**Fences:** dimensionful forced quantities (Vol; the CS = 0 amphichirality label) are
frontier/B1032_type_law/FINDINGS.md	chern-simons	54	**Fences:** dimensionful forced quantities (Vol; the CS = 0 amphichirality label) are
frontier/B1033_generation_adjudication/FINDINGS.md	orientation	52	Eisenstein end) remains orientation, not mechanism;
frontier/B1034_l154_sigma/FINDINGS.md	chern-simons	10	**Gravitational** (B1012's closure, phrase-checked): S = −CS·k − Vol·σ; G = ℓ/4σ; hence
frontier/B1034_l154_sigma/FINDINGS.md	amphichiral	12	(≡ amphichirality) and sighted in σ (∂S/∂σ = −Vol). **Stage**: c((E₆)₁) = 78/13 = **6**
frontier/B1034_l154_sigma/FINDINGS.md	amphichiral	35	- **(a) chirality**: the object is amphichiral (CS = 0, B303, phrase-checked);
frontier/B1034_l154_sigma/FINDINGS.md	chern-simons	35	- **(a) chirality**: the object is amphichiral (CS = 0, B303, phrase-checked);
frontier/B1034_l154_sigma/FINDINGS.md	spin	55	(quantization) adjudicated to a pin, not a clash. Nothing in the record blocks σ = 1.
frontier/B1034_l154_sigma/FINDINGS.md	orientation	70	σ = 1 of c = 6σ), and **B945's σ = the R↔L swap (fiber orientation flip = chirality — a
frontier/B1035_receipts_and_register/FINDINGS.md	amphichiral	19	branch; the withdrawal *strengthens* K-blindness (amphichirality deletes the
frontier/B103_tower_equivariance/FINDINGS.md	det-minus-1	26	iff `det N=+1`, `char(−N)` iff `det N=−1`; parity `(t−1)²` for `det=+1`, `(t−1)(t+1)` for `det=−1`. Verified
frontier/B103_tower_equivariance/FINDINGS.md	det-minus-1	27	on metallic (`det=−1`) **and genuine non-metallic** (`det=+1`, e.g. `N=[[3,2],[1,1]]=U²L`) monodromies. The
frontier/B1041_theta_leg/FINDINGS.md	spin	18	the leg under test — HOLDS inside the exhibited L.** The banked point-level pin
frontier/B1041_theta_leg/FINDINGS.md	spin	37	diagonal), (c) the consistency of the banked point-pin, (d) B766's rank-3
frontier/B1044_gamma_ledger/FINDINGS.md	knot-in-s3	19	**V3a: B993's "Reid-uniqueness is consumed at zero steps" is CONFIRMED by
frontier/B1044_gamma_ledger/FINDINGS.md	knot-in-s3	20	enumeration** — not only Reid-uniqueness: no group-level datum of any kind is
frontier/B104_dehn_twist_tower/FINDINGS.md	det-minus-1	22	`μ_d=[2≤d≤4]+[0≤d≤1]={0,1,2,3,4}`) with the **det-sign parity**, verified on metallic (`det −1`) **and
frontier/B105_n5_wall_and_convergence/FINDINGS.md	sl2c-lift	83	in 4d N=2\***; **SL(2,ℂ)** Chern–Simons only. *No higher-rank (SL(3)) construction, no Dehn-filling, no
frontier/B1062_bridge_cell/FINDINGS.md	sl2c-lift	14	lattice of PSL(2,ℝ) or PSL(2,ℂ), B-C ⟹ arithmetic; Gap > 0 ⟹ derived from a
frontier/B1062_bridge_cell/FINDINGS.md	knot-in-s3	17	The unit-box definition and Maclachlan–Reid's Theorem 2.3 verified verbatim.
frontier/B1062_bridge_cell/FINDINGS.md	knot-in-s3	23	**The verdict (exact, by field degree under Maclachlan–Reid's criteria, the
frontier/B1064_cusp_torus_repose/FINDINGS.md	chern-simons	12	theory of the banked complex CS?
frontier/B1064_cusp_torus_repose/FINDINGS.md	chern-simons	15	(B1012, banked exact).** S = −CS·k − Vol·σ with CS = 0 forced by
frontier/B1064_cusp_torus_repose/FINDINGS.md	amphichiral	16	amphichirality: ∂S/∂k ≡ 0 — "the integer-quantized term vanishes identically
frontier/B1064_cusp_torus_repose/FINDINGS.md	chern-simons	29	boundary theory of a complex, no-real-form CS is non-compact/continuous —
frontier/B1064_cusp_torus_repose/FINDINGS.md	amphichiral	45	amphichirality deletes the quantized sector of its own boundary action
frontier/B1064_cusp_torus_repose/FINDINGS.md	chern-simons	46	(CS = 0 ⟹ ∂S/∂k ≡ 0), and rational (E₆)₁ data is quantized-sector content;
frontier/B1064_cusp_torus_repose/FINDINGS.md	amphichiral	58	object's amphichirality does not delete — none is known, and B1012's
frontier/B1064_cusp_torus_repose/FINDINGS.md	chern-simons	75	quantized boundary sector surviving CS = 0 (none does — checked against
frontier/B1067_rayclass_harvest/FINDINGS.md	spin	66	- Dedekind zeta of the field: no zeta_{Q(sqrt5)} special value anywhere (no zeta_K(-1) = 1/30, no zeta_K(2)); every zeta_K in the corpus is Q(sqrt-3)'s (B737/B739 voice); B366's real 1/30 spin-twist shift is never connected to zeta_{Q(sqrt5
frontier/B1067_rayclass_harvest/FINDINGS.md	orientation	90	- B918's registered Galois-compatibility question is open: does the generation functor's S3-action permute V's three conjugates compatibly with the Kummer orientation — the value-layer edge of B910's wall-matching follow-up.
frontier/B1068_descent_inventory/FINDINGS.md	spin	21	| `a2-mu2` | mu_2 = <-1> ~ Z/2 | DESCENDS | PASS | CAUGHT | core stands; golden-mirror overlap amended: B206/B209 bank the spin-parity bipartition; new = the E6-end carry + the two-ended identification |
frontier/B1068_descent_inventory/FINDINGS.md	sl2c-lift	36	| `i4-res-p7` | O/(7) = F_7 x F_7 (split) | DESCENDS | CAUGHT | CAUGHT | DESCENDS-via-A stands (A/B survived every attack); the receiver field's e6-exclusion sentence QUALIFIED (never computed for the Lie-algebra route); overlap credits B66
frontier/B1069_hearing_biography/FINDINGS.md	spin	350	1/30 spin-twist shift (confirmed present, `frontier/B366_invariant_spin_sector/s_transformation.py:31`)
frontier/B1071_sealed_listener/FINDINGS.md	orientation	15	| C3 (the channels) | **HOLDS** | M_odd(g) = χ(g)·W(g) with W ∈ SU(2) EXACTLY for ALL 2880 elements (four exact criteria, 0 failures); Re = ½tr W proven + spot-verified at 3 complex ears; Im = ⟨n(g), Bloch(u)⟩ with exact axes m = 1..5, the 
frontier/B1079_wilson_menu/FINDINGS.md	knot-in-s3	53	to the m = 5 filling (trace 27), which is not a knot complement at all.** The census stands
